thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,[-0.278],[-0.448],[1],[0],[0],[2.7829429998528212],['target'],0,0,0,0,0.04656039993278682,,10,0.03326370008289814,0.04656039993278682,0.04656039993278682,0.03297680011019111,2.817133199889213,[-0.278],[-0.448],[1],[0],[0],[2.7829429998528212],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
1,0,1,[0.08],[0.434],[1],[0],[0],[1.4248731001280248],['target'],1,0,1,0,2.863058399874717,,10,2.8392846998758614,2.863058399874717,2.863058399874717,0.02196749998256564,4.264528499916196,[0.08],[0.434],[1],[0],[0],[1.4248731001280248],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
2,0,2,[-0.378],[0.008],[1],[0],[0],[2.1080222001764923],['target'],2,0,2,0,4.312895300099626,,10,4.289999299915507,4.312895300099626,4.312895300099626,0.025286799995228648,6.398408399894834,[-0.378],[0.008],[1],[0],[0],[2.1080222001764923],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
3,0,3,[0.122],[0.156],[1],[0],[0],[1.5229267000686377],['target'],3,0,3,0,6.42940040002577,,5,6.407488500000909,6.42940040002577,6.42940040002577,0.008916799910366535,7.930755499983206,[0.122],[0.156],[1],[0],[0],[1.5229267000686377],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
4,0,4,[-0.01],[0.314],[1],[0],[0],[1.3341300999745727],['target'],4,0,4,0,7.962061800062656,,10,7.949099600082263,7.962061800062656,7.962061800062656,0.018263300182297826,9.284006600035354,[-0.01],[0.314],[1],[0],[0],[1.3341300999745727],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
5,0,5,[-0.158],[0.234],[1],[0],[0],[2.7423219999764115],['target'],5,0,5,0,9.312048099935055,,10,9.304531200090423,9.312048099935055,9.312048099935055,0.020277699921280146,12.047212899895385,[-0.158],[0.234],[1],[0],[0],[2.7423219999764115],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
6,0,6,[0.166],[0.08],[1],[0],[0],[2.750733100110665],['target'],6,0,6,0,12.078272399958223,,10,12.064406800083816,12.078272399958223,12.078272399958223,0.017082199919968843,14.815959600033239,[0.166],[0.08],[1],[0],[0],[2.750733100110665],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
7,0,7,[0.51],[0.11],[1],[0],[0],[1.320853800047189],['target'],7,0,7,0,14.844697499880567,,5,14.826216799905524,14.844697499880567,14.844697499880567,0.010066099930554628,16.147524500032887,[0.51],[0.11],[1],[0],[0],[1.320853800047189],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
8,0,8,[0.356],[0.372],[1],[0],[0],[1.3898362999316305],['target'],8,0,8,0,16.177941600093618,,5,16.156820399919525,16.177941600093618,16.177941600093618,0.009176900144666433,17.547129899961874,[0.356],[0.372],[1],[0],[0],[1.3898362999316305],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
9,0,9,[-0.332],[0.25],[1],[0],[0],[1.5235729000996798],['target'],9,0,9,0,17.59445090009831,,10,17.57246880000457,17.59445090009831,17.59445090009831,0.025193999987095594,19.096573499962687,[-0.332],[0.25],[1],[0],[0],[1.5235729000996798],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
10,0,10,[0.45],[0.28],[1],[0],[0],[1.4425920001231134],['target'],10,0,10,0,19.127479299902916,,10,19.11979139992036,19.127479299902916,19.127479299902916,0.022989199962466955,20.562766700051725,[0.45],[0.28],[1],[0],[0],[1.4425920001231134],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
11,0,11,[-0.354],[-0.158],[1],[0],[0],[1.7581772000994533],['target'],11,0,11,0,20.593895999947563,,5,20.5717271999456,20.593895999947563,20.593895999947563,0.008834599982947111,22.33069820003584,[-0.354],[-0.158],[1],[0],[0],[1.7581772000994533],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
12,0,12,[0.372],[0.33],[1],[0],[0],[1.28037349996157],['target'],12,0,12,0,22.36016899999231,,10,22.35013830009848,22.36016899999231,22.36016899999231,0.01926049985922873,23.631126600084826,[0.372],[0.33],[1],[0],[0],[1.28037349996157],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
13,0,13,[0.45],[0.194],[1],[0],[0],[1.6202100000809878],['target'],13,0,13,0,23.660608999896795,,5,23.64270199998282,23.660608999896795,23.660608999896795,0.011357600102201104,25.263358999975026,[0.45],[0.194],[1],[0],[0],[1.6202100000809878],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
14,0,14,[0.354],[-0.436],[1],[0],[0],[2.1285343999043107],['target'],14,0,14,0,25.293612099951133,,10,25.283774599898607,25.293612099951133,25.293612099951133,0.02029199991375208,27.412968300050125,[0.354],[-0.436],[1],[0],[0],[2.1285343999043107],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
15,0,15,[-0.402],[-0.46],[1],[0],[0],[3.450393100036308],['target'],15,0,15,0,27.443233399884775,,5,27.427097500069067,27.443233399884775,27.443233399884775,0.013942399993538857,30.8777989000082,[-0.402],[-0.46],[1],[0],[0],[3.450393100036308],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
16,0,16,[-0.322],[-0.192],[1],[0],[0],[1.6659578999970108],['target'],16,0,16,0,30.90898200008087,,10,30.895863800076768,30.90898200008087,30.90898200008087,0.01797179994173348,32.56250429991633,[-0.322],[-0.192],[1],[0],[0],[1.6659578999970108],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
17,0,17,[-0.174],[0.354],[1],[0],[0],[2.3878024998120964],['target'],17,0,17,0,32.59258530009538,,5,32.5742339999415,32.59258530009538,32.59258530009538,0.011532700154930353,34.96251800004393,[-0.174],[0.354],[1],[0],[0],[2.3878024998120964],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
18,0,18,[0.476],[0.308],[1],[0],[0],[1.5768994998652488],['target'],18,0,18,0,35.008618199964985,,10,34.985730099957436,35.008618199964985,35.008618199964985,0.023023099871352315,36.56340979994275,[0.476],[0.308],[1],[0],[0],[1.5768994998652488],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
19,0,19,[0.256],[0.392],[1],[0],[0],[1.56513089989312],['target'],19,0,19,0,36.592122399946675,,5,36.578546500066295,36.592122399946675,36.592122399946675,0.0149444998241961,38.14427349995822,[0.256],[0.392],[1],[0],[0],[1.56513089989312],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
20,0,20,[-0.124],[-0.288],[1],[0],[0],[1.88265739986673],['target'],20,0,20,0,38.17497060005553,,10,38.16189599991776,38.17497060005553,38.17497060005553,0.017479199916124344,40.04519319999963,[-0.124],[-0.288],[1],[0],[0],[1.88265739986673],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
21,0,21,[0.448],[-0.232],[1],[0],[0],[1.8749731997959316],['target'],21,0,21,0,40.07510389992967,,5,40.05385580006987,40.07510389992967,40.07510389992967,0.008539199829101562,41.92960219993256,[0.448],[-0.232],[1],[0],[0],[1.8749731997959316],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
22,0,22,[0.214],[-0.192],[1],[0],[0],[1.3878999999724329],['target'],22,0,22,0,41.95847330009565,,5,41.94118359987624,41.95847330009565,41.95847330009565,0.011386699974536896,43.3298666998744,[0.214],[-0.192],[1],[0],[0],[1.3878999999724329],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
23,0,23,[-0.098],[-0.378],[1],[0],[0],[1.5664915998931974],['target'],23,0,23,0,43.35791509994306,,5,43.344106500037014,43.35791509994306,43.35791509994306,0.013926199870184064,44.91124349995516,[-0.098],[-0.378],[1],[0],[0],[1.5664915998931974],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
24,0,24,[-0.3],[0.016],[1],[0],[0],[1.4114697999320924],['target'],24,0,24,0,44.94082230003551,,10,44.932534399908036,44.94082230003551,44.94082230003551,0.021106800064444542,46.34457499999553,[-0.3],[0.016],[1],[0],[0],[1.4114697999320924],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
25,0,25,[-0.428],[-0.068],[1],[0],[0],[1.7155816999729723],['target'],25,0,25,0,46.37402349989861,,5,46.35946510010399,46.37402349989861,46.37402349989861,0.014612199971452355,48.07549780001864,[-0.428],[-0.068],[1],[0],[0],[1.7155816999729723],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
26,0,26,[0.258],[0.328],[1],[0],[0],[2.2640438999515027],['target'],26,0,26,0,48.12350169988349,,10,48.0955554000102,48.12350169988349,48.12350169988349,0.019926399923861027,50.36005389993079,[0.258],[0.328],[1],[0],[0],[2.2640438999515027],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
27,0,27,[0.07],[0.31],[1],[0],[0],[1.1046805998776108],['target'],27,0,27,0,50.39003950008191,,5,50.37035260000266,50.39003950008191,50.39003950008191,0.010090700117871165,51.4754989000503,[0.07],[0.31],[1],[0],[0],[1.1046805998776108],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
28,0,28,[0.248],[0.35],[1],[0],[0],[1.053806999931112],['target'],28,0,28,0,51.50697420001961,,5,51.48899920005351,51.50697420001961,51.50697420001961,0.013371599838137627,52.543299600016326,[0.248],[0.35],[1],[0],[0],[1.053806999931112],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
29,0,29,[-0.25],[0.39],[1],[0],[0],[1.4293696000240743],['target'],29,0,29,0,52.57322090002708,,10,52.56433709990233,52.57322090002708,52.57322090002708,0.02088620001450181,53.99441529996693,[-0.25],[0.39],[1],[0],[0],[1.4293696000240743],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
30,0,30,[-0.084],[0.134],[1],[0],[0],[1.4869741001166403],['target'],30,0,30,0,54.02355990000069,,5,54.0043069999665,54.02355990000069,54.02355990000069,0.009695999789983034,55.49160060007125,[-0.084],[0.134],[1],[0],[0],[1.4869741001166403],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
31,0,31,[0.406],[0.466],[1],[0],[0],[8.776885200059041],['target'],31,0,31,0,55.523049799958244,,10,55.512776700081304,55.523049799958244,55.523049799958244,0.021095900097861886,64.29008339997381,[0.406],[0.466],[1],[0],[0],[8.776885200059041],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
32,0,32,[-0.466],[-0.222],[1],[0],[0],[1.8754271001089364],['target'],32,0,32,0,64.30566009995528,,5,64.29885770007968,64.30566009995528,64.30566009995528,0.00863629998639226,66.17483170004562,[-0.466],[-0.222],[1],[0],[0],[1.8754271001089364],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
33,0,33,[0.324],[-0.316],[1],[0],[0],[2.4118494000285864],['target'],33,0,33,0,66.22174170007929,,10,66.19561380008236,66.22174170007929,66.22174170007929,0.02044619992375374,68.60805770009756,[0.324],[-0.316],[1],[0],[0],[2.4118494000285864],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
34,0,34,[-0.272],[-0.274],[1],[0],[0],[1.6290619000792503],['target'],34,0,34,0,68.63796230009757,,10,68.6276984999422,68.63796230009757,68.63796230009757,0.01950369984842837,70.25725880009122,[-0.272],[-0.274],[1],[0],[0],[1.6290619000792503],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
35,0,35,[0.178],[-0.014],[1],[0],[0],[1.362958300160244],['target'],35,0,35,0,70.28736139996909,,10,70.27854739991017,70.28736139996909,70.28736139996909,0.02111119986511767,71.64219500008039,[0.178],[-0.014],[1],[0],[0],[1.362958300160244],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
36,0,36,[-0.422],[-0.176],[1],[0],[0],[1.430354000069201],['target'],36,0,36,0,71.67095960001461,,10,71.66046810010448,71.67095960001461,71.67095960001461,0.018075200030580163,73.09148849989288,[-0.422],[-0.176],[1],[0],[0],[1.430354000069201],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
37,0,37,[0.356],[-0.064],[1],[0],[0],[1.5692225000821054],['target'],37,0,37,0,73.12083950010128,,5,73.10307569988072,73.12083950010128,73.12083950010128,0.011369599960744381,74.67262229998596,[0.356],[-0.064],[1],[0],[0],[1.5692225000821054],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
38,0,38,[0.174],[0.484],[1],[0],[0],[7.7425538001116365],['target'],38,0,38,0,74.68767690006644,,5,74.68141030007973,74.68767690006644,74.68767690006644,0.008661200059577823,82.42460829997435,[0.174],[0.484],[1],[0],[0],[7.7425538001116365],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
39,0,39,[0.438],[-0.224],[1],[0],[0],[2.453207500046119],['target'],39,0,39,0,82.45271290000528,,5,82.43611979996786,82.45271290000528,82.45271290000528,0.011330400127917528,84.89007969992235,[0.438],[-0.224],[1],[0],[0],[2.453207500046119],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
40,0,40,[0.34],[0.26],[1],[0],[0],[1.2187512000091374],['target'],40,0,40,0,84.91957739996724,,5,84.9034595999401,84.91957739996724,84.91957739996724,0.013198999920859933,86.12293819990009,[0.34],[0.26],[1],[0],[0],[1.2187512000091374],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
41,0,41,[0.256],[0.222],[1],[0],[0],[1.8712915999349207],['target'],41,0,41,0,86.15238499990664,,5,86.13416539994068,86.15238499990664,86.15238499990664,0.011035500094294548,88.00595679995604,[0.256],[0.222],[1],[0],[0],[1.8712915999349207],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
42,0,42,[-0.234],[-0.05],[1],[0],[0],[1.5032230000942945],['target'],42,0,42,0,88.03507969994098,,5,88.0167894999031,88.03507969994098,88.03507969994098,0.010642200009897351,89.520350900013,[-0.234],[-0.05],[1],[0],[0],[1.5032230000942945],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
43,0,43,[-0.016],[0.484],[1],[0],[0],[1.8136221999302506],['target'],43,0,43,0,89.55164809990674,,10,89.54008219996467,89.55164809990674,89.55164809990674,0.019623899832367897,91.3541315998882,[-0.016],[0.484],[1],[0],[0],[1.8136221999302506],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
44,0,44,[-0.114],[-0.228],[1],[0],[0],[2.815812300192192],['target'],44,0,44,0,91.3852510000579,,10,91.37270689988509,91.3852510000579,91.3852510000579,0.01836340012960136,94.18912229989655,[-0.114],[-0.228],[1],[0],[0],[2.815812300192192],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
45,0,45,[-0.066],[-0.404],[1],[0],[0],[3.113192099845037],['target'],45,0,45,0,94.21796809998341,,10,94.20703090005554,94.21796809998341,94.21796809998341,0.01774349994957447,97.32090290007181,[-0.066],[-0.404],[1],[0],[0],[3.113192099845037],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
46,0,46,[-0.28],[0.466],[1],[0],[0],[4.564467499963939],['target'],46,0,46,0,97.35086859995499,,10,97.33792020007968,97.35086859995499,97.35086859995499,0.016874399967491627,101.9027148000896,[-0.28],[0.466],[1],[0],[0],[4.564467499963939],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
47,0,47,[0.138],[0.028],[1],[0],[0],[1.3749241998884827],['target'],47,0,47,0,101.91761899995618,,5,101.91107979998924,101.91761899995618,101.91761899995618,0.008259799797087908,103.28639829996973,[0.138],[0.028],[1],[0],[0],[1.3749241998884827],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
48,0,48,[0.316],[0.386],[1],[0],[0],[1.4221445999573916],['target'],48,0,48,0,103.31668070005253,,5,103.29686619993299,103.31668070005253,103.31668070005253,0.010332400212064385,104.71941550006159,[0.316],[0.386],[1],[0],[0],[1.4221445999573916],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
49,0,49,[0.224],[-0.13],[1],[0],[0],[1.361997300060466],['target'],49,0,49,0,104.76636249991134,,10,104.74098029988818,104.76636249991134,104.76636249991134,0.021456300048157573,106.10372009989806,[0.224],[-0.13],[1],[0],[0],[1.361997300060466],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
50,0,50,[-0.196],[0.126],[1],[0],[0],[1.56459050020203],['target'],50,0,50,0,106.13362869992852,,10,106.12053330009803,106.13362869992852,106.13362869992852,0.01668010000139475,107.68563419999555,[-0.196],[0.126],[1],[0],[0],[1.56459050020203],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
51,0,51,[-0.294],[0.22],[1],[0],[0],[1.2299502999521792],['target'],51,0,51,0,107.71628460008651,,10,107.70605239993893,107.71628460008651,107.71628460008651,0.020264399936422706,108.93659919989295,[-0.294],[0.22],[1],[0],[0],[1.2299502999521792],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
52,0,52,[-0.02],[-0.016],[1],[0],[0],[3.158219499979168],['target'],52,0,52,0,108.98334979987703,,10,108.9601956999395,108.98334979987703,108.98334979987703,0.023375699995085597,112.11904349992983,[-0.02],[-0.016],[1],[0],[0],[3.158219499979168],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
53,0,53,[0.396],[-0.462],[1],[0],[0],[1.7244931999593973],['target'],53,0,53,0,112.14893639995717,,5,112.12825500010513,112.14893639995717,112.14893639995717,0.009072799934074283,113.85353339998983,[0.396],[-0.462],[1],[0],[0],[1.7244931999593973],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
54,0,54,[0.41],[-0.172],[1],[0],[0],[1.819508200045675],['target'],54,0,54,0,113.88254699995741,,5,113.86515549989417,113.88254699995741,113.88254699995741,0.011435699881985784,115.68506120005623,[0.41],[-0.172],[1],[0],[0],[1.819508200045675],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
55,0,55,[0.398],[0.486],[1],[0],[0],[3.445911700138822],['target'],55,0,55,0,115.71487960009836,,10,115.7044524999801,115.71487960009836,115.71487960009836,0.019247099990025163,119.1510421000421,[0.398],[0.486],[1],[0],[0],[3.445911700138822],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
56,0,56,[0.254],[-0.25],[1],[0],[0],[2.0800272999331355],['target'],56,0,56,0,119.19822650006972,,10,119.17255809996277,119.19822650006972,119.19822650006972,0.021336799953132868,121.25356450001709,[0.254],[-0.25],[1],[0],[0],[2.0800272999331355],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
57,0,57,[0.1],[0.172],[1],[0],[0],[1.5846126000396907],['target'],57,0,57,0,121.28187320008874,,5,121.26528630009852,121.28187320008874,121.28187320008874,0.011522699845954776,122.85031679994427,[0.1],[0.172],[1],[0],[0],[1.5846126000396907],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
58,0,58,[-0.078],[0.21],[1],[0],[0],[1.848291500005871],['target'],58,0,58,0,122.8811880000867,,10,122.86834700009786,122.8811880000867,122.8811880000867,0.017913700081408024,124.71733119990677,[-0.078],[0.21],[1],[0],[0],[1.848291500005871],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
59,0,59,[0.178],[0.298],[1],[0],[0],[1.8034204000141472],['target'],59,0,59,0,124.74754779995419,,5,124.72852450003847,124.74754779995419,124.74754779995419,0.01100110006518662,126.53246679995209,[0.178],[0.298],[1],[0],[0],[1.8034204000141472],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
60,0,60,[-0.28],[-0.076],[1],[0],[0],[3.9308321001008153],['target'],60,0,60,0,126.56385820009746,,10,126.55098560010083,126.56385820009746,126.56385820009746,0.018380700144916773,130.48237910005264,[-0.28],[-0.076],[1],[0],[0],[3.9308321001008153],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
61,0,61,[-0.114],[0.46],[1],[0],[0],[3.7793357998598367],['target'],61,0,61,0,130.51339279999956,,10,130.50218409998342,130.51339279999956,130.51339279999956,0.019687799969688058,134.28194050001912,[-0.114],[0.46],[1],[0],[0],[3.7793357998598367],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
62,0,62,[0.144],[-0.456],[1],[0],[0],[2.0900888999458402],['target'],62,0,62,0,134.31347989989445,,5,134.29129719990306,134.31347989989445,134.31347989989445,0.009252400137484074,136.38184339995496,[0.144],[-0.456],[1],[0],[0],[2.0900888999458402],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
63,0,63,[-0.234],[0.138],[1],[0],[0],[1.9825995999854058],['target'],63,0,63,0,136.4120743998792,,10,136.3993891000282,136.4120743998792,136.4120743998792,0.01744020008482039,138.3826957999263,[-0.234],[0.138],[1],[0],[0],[1.9825995999854058],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
64,0,64,[0.27],[-0.462],[1],[0],[0],[2.372021700022742],['target'],64,0,64,0,138.41214639996178,,5,138.39301529992372,138.41214639996178,138.41214639996178,0.010126899927854538,140.76568869990297,[0.27],[-0.462],[1],[0],[0],[2.372021700022742],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
65,0,65,[0.33],[-0.088],[1],[0],[0],[1.6548849001992494],['target'],65,0,65,0,140.79484810004942,,5,140.77628079988062,140.79484810004942,140.79484810004942,0.010424100095406175,142.4317646001,[0.33],[-0.088],[1],[0],[0],[1.6548849001992494],['target'],617962,001,2024-10-04_11h17.26.504,visual_search1,2024.2.1post4,59.90628259529839,2024-10-04 11h17.31.478449 +0530,
